FIP5,TITLE,GEOGRAPHY
48029,"San Antonio-New Braunfels-Pearsall, TX",CSA
48091,Comal County,County
48091,"San Antonio-New Braunfels, TX",CBSA
48091,"San Antonio-New Braunfels-Pearsall, TX",CSA
48187,Guadalupe County,County
48187,"San Antonio-New Braunfels, TX",CBSA
48187,"San Antonio-New Braunfels-Pearsall, TX",CSA
48259,Kendall County,County
48259,"San Antonio-New Braunfels, TX",CBSA
48259,"San Antonio-New Braunfels-Pearsall, TX",CSA
48325,Medina County,County
48325,"San Antonio-New Braunfels, TX",CBSA
48325,"San Antonio-New Braunfels-Pearsall, TX",CSA
48493,Wilson County,County
48493,"San Antonio-New Braunfels, TX",CBSA
48493,"San Antonio-New Braunfels-Pearsall, TX",CSA
06073,San Diego County,County
06073,"San Diego-Chula Vista-Carlsbad, CA",CBSA
16017,Bonner County,County
16017,"Sandpoint, ID",CBSA
39043,Erie County,County
39043,"Sandusky, OH",CBSA
39043,"Cleveland-Akron-Canton, OH",CSA
37105,Lee County,County
37105,"Sanford, NC",CBSA
37105,"Fayetteville-Sanford-Lumberton, NC",CSA
06001,Alameda County,County
06001,"San Francisco-Oakland-Berkeley, CA",CBSA
06001,"San Jose-San Francisco-Oakland, CA",CSA
06001,"Oakland-Berkeley-Livermore, CA",MSA
06013,Contra Costa County,County
06013,"San Francisco-Oakland-Berkeley, CA",CBSA
06013,"San Jose-San Francisco-Oakland, CA",CSA
06013,"Oakland-Berkeley-Livermore, CA",MSA
06075,San Francisco County,County
06075,"San Francisco-Oakland-Berkeley, CA",CBSA
06075,"San Jose-San Francisco-Oakland, CA",CSA
06075,"San Francisco-San Mateo-Redwood City, CA",MSA
06081,San Mateo County,County
06081,"San Francisco-Oakland-Berkeley, CA",CBSA
06081,"San Jose-San Francisco-Oakland, CA",CSA
06081,"San Francisco-San Mateo-Redwood City, CA",MSA
06041,Marin County,County
06041,"San Francisco-Oakland-Berkeley, CA",CBSA
06041,"San Jose-San Francisco-Oakland, CA",CSA
06041,"San Rafael, CA",MSA
72023,Cabo Rojo Municipio,County
72023,"San Germ??n, PR",CBSA
72023,"Mayag??ez-San Germ??n, PR",CSA
72079,Lajas Municipio,County
72079,"San Germ??n, PR",CBSA
72079,"Mayag??ez-San Germ??n, PR",CSA
72121,Sabana Grande Municipio,County
72121,"San Germ??n, PR",CBSA
72121,"Mayag??ez-San Germ??n, PR",CSA
72125,San Germ??n Municipio,County
72125,"San Germ??n, PR",CBSA
72125,"Mayag??ez-San Germ??n, PR",CSA
06069,San Benito County,County
06069,"San Jose-Sunnyvale-Santa Clara, CA",CBSA
06069,"San Jose-San Francisco-Oakland, CA",CSA
06085,Santa Clara County,County
06085,"San Jose-Sunnyvale-Santa Clara, CA",CBSA
06085,"San Jose-San Francisco-Oakland, CA",CSA
72007,Aguas Buenas Municipio,County
72007,"San Juan-Bayam??n-Caguas, PR",CBSA
72007,"San Juan-Bayam??n, PR",CSA
72009,Aibonito Municipio,County
72009,"San Juan-Bayam??n-Caguas, PR",CBSA
72009,"San Juan-Bayam??n, PR",CSA
72017,Barceloneta Municipio,County
72017,"San Juan-Bayam??n-Caguas, PR",CBSA
72017,"San Juan-Bayam??n, PR",CSA
72019,Barranquitas Municipio,County
72019,"San Juan-Bayam??n-Caguas, PR",CBSA
72019,"San Juan-Bayam??n, PR",CSA
72021,Bayam??n Municipio,County
72021,"San Juan-Bayam??n-Caguas, PR",CBSA
72021,"San Juan-Bayam??n, PR",CSA
72025,Caguas Municipio,County
72025,"San Juan-Bayam??n-Caguas, PR",CBSA
72025,"San Juan-Bayam??n, PR",CSA
72029,Can??vanas Municipio,County
72029,"San Juan-Bayam??n-Caguas, PR",CBSA
72029,"San Juan-Bayam??n, PR",CSA
72031,Carolina Municipio,County
72031,"San Juan-Bayam??n-Caguas, PR",CBSA
72031,"San Juan-Bayam??n, PR",CSA
72033,Cata??o Municipio,County
72033,"San Juan-Bayam??n-Caguas, PR",CBSA
72033,"San Juan-Bayam??n, PR",CSA
72035,Cayey Municipio,County
72035,"San Juan-Bayam??n-Caguas, PR",CBSA
72035,"San Juan-Bayam??n, PR",CSA
72037,Ceiba Municipio,County
72037,"San Juan-Bayam??n-Caguas, PR",CBSA
72037,"San Juan-Bayam??n, PR",CSA
72039,Ciales Municipio,County
72039,"San Juan-Bayam??n-Caguas, PR",CBSA
72039,"San Juan-Bayam??n, PR",CSA
72041,Cidra Municipio,County
72041,"San Juan-Bayam??n-Caguas, PR",CBSA
72041,"San Juan-Bayam??n, PR",CSA
72045,Comer??o Municipio,County
72045,"San Juan-Bayam??n-Caguas, PR",CBSA
72045,"San Juan-Bayam??n, PR",CSA
72047,Corozal Municipio,County
72047,"San Juan-Bayam??n-Caguas, PR",CBSA
72047,"San Juan-Bayam??n, PR",CSA
72051,Dorado Municipio,County
72051,"San Juan-Bayam??n-Caguas, PR",CBSA
72051,"San Juan-Bayam??n, PR",CSA
72053,Fajardo Municipio,County
72053,"San Juan-Bayam??n-Caguas, PR",CBSA
72053,"San Juan-Bayam??n, PR",CSA
72054,Florida Municipio,County
72054,"San Juan-Bayam??n-Caguas, PR",CBSA
72054,"San Juan-Bayam??n, PR",CSA
72061,Guaynabo Municipio,County
72061,"San Juan-Bayam??n-Caguas, PR",CBSA
72061,"San Juan-Bayam??n, PR",CSA
72063,Gurabo Municipio,County
72063,"San Juan-Bayam??n-Caguas, PR",CBSA
72063,"San Juan-Bayam??n, PR",CSA
72069,Humacao Municipio,County
72069,"San Juan-Bayam??n-Caguas, PR",CBSA
72069,"San Juan-Bayam??n, PR",CSA
72077,Juncos Municipio,County
72077,"San Juan-Bayam??n-Caguas, PR",CBSA
72077,"San Juan-Bayam??n, PR",CSA
72085,Las Piedras Municipio,County
72085,"San Juan-Bayam??n-Caguas, PR",CBSA
72085,"San Juan-Bayam??n, PR",CSA
72087,Lo??za Municipio,County
72087,"San Juan-Bayam??n-Caguas, PR",CBSA
72087,"San Juan-Bayam??n, PR",CSA
72089,Luquillo Municipio,County
72089,"San Juan-Bayam??n-Caguas, PR",CBSA
72089,"San Juan-Bayam??n, PR",CSA
72091,Manat?? Municipio,County
72091,"San Juan-Bayam??n-Caguas, PR",CBSA
72091,"San Juan-Bayam??n, PR",CSA
72095,Maunabo Municipio,County
72095,"San Juan-Bayam??n-Caguas, PR",CBSA
72095,"San Juan-Bayam??n, PR",CSA
72101,Morovis Municipio,County
72101,"San Juan-Bayam??n-Caguas, PR",CBSA
72101,"San Juan-Bayam??n, PR",CSA
72103,Naguabo Municipio,County
72103,"San Juan-Bayam??n-Caguas, PR",CBSA
72103,"San Juan-Bayam??n, PR",CSA
72105,Naranjito Municipio,County
72105,"San Juan-Bayam??n-Caguas, PR",CBSA
72105,"San Juan-Bayam??n, PR",CSA
72107,Orocovis Municipio,County
72107,"San Juan-Bayam??n-Caguas, PR",CBSA
72107,"San Juan-Bayam??n, PR",CSA
72119,R??o Grande Municipio,County
72119,"San Juan-Bayam??n-Caguas, PR",CBSA
72119,"San Juan-Bayam??n, PR",CSA
72127,San Juan Municipio,County
72127,"San Juan-Bayam??n-Caguas, PR",CBSA
72127,"San Juan-Bayam??n, PR",CSA
72129,San Lorenzo Municipio,County
72129,"San Juan-Bayam??n-Caguas, PR",CBSA
72129,"San Juan-Bayam??n, PR",CSA
72135,Toa Alta Municipio,County
72135,"San Juan-Bayam??n-Caguas, PR",CBSA
72135,"San Juan-Bayam??n, PR",CSA
72137,Toa Baja Municipio,County
72137,"San Juan-Bayam??n-Caguas, PR",CBSA
72137,"San Juan-Bayam??n, PR",CSA
72139,Trujillo Alto Municipio,County
72139,"San Juan-Bayam??n-Caguas, PR",CBSA
72139,"San Juan-Bayam??n, PR",CSA
72143,Vega Alta Municipio,County
72143,"San Juan-Bayam??n-Caguas, PR",CBSA
72143,"San Juan-Bayam??n, PR",CSA
72145,Vega Baja Municipio,County
72145,"San Juan-Bayam??n-Caguas, PR",CBSA
72145,"San Juan-Bayam??n, PR",CSA
72151,Yabucoa Municipio,County
72151,"San Juan-Bayam??n-Caguas, PR",CBSA
72151,"San Juan-Bayam??n, PR",CSA
06079,San Luis Obispo County,County
06079,"San Luis Obispo-Paso Robles, CA",CBSA
06087,Santa Cruz County,County
06087,"Santa Cruz-Watsonville, CA",CBSA
06087,"San Jose-San Francisco-Oakland, CA",CSA
35049,Santa Fe County,County
35049,"Santa Fe, NM",CBSA
35049,"Albuquerque-Santa Fe-Las Vegas, NM",CSA
72133,Santa Isabel Municipio,County
72133,"Santa Isabel, PR",CBSA
72133,"Ponce-Yauco-Coamo, PR",CSA
06083,Santa Barbara County,County
06083,"Santa Maria-Santa Barbara, CA",CBSA
06097,Sonoma County,County
06097,"Santa Rosa-Petaluma, CA",CBSA
06097,"San Jose-San Francisco-Oakland, CA",CSA
26033,Chippewa County,County
26033,"Sault Ste. Marie, MI",CBSA
13029,Bryan County,County
13029,"Savannah, GA",CBSA
13029,"Savannah-Hinesville-Statesboro, GA",CSA
13051,Chatham County,County
13051,"Savannah, GA",CBSA
13051,"Savannah-Hinesville-Statesboro, GA",CSA
13103,Effingham County,County
13103,"Savannah, GA",CBSA
13103,"Savannah-Hinesville-Statesboro, GA",CSA
42015,Bradford County,County
42015,"Sayre, PA",CBSA
31007,Banner County,County
31007,"Scottsbluff, NE",CBSA
31157,Scotts Bluff County,County
31157,"Scottsbluff, NE",CBSA
31165,Sioux County,County
31165,"Scottsbluff, NE",CBSA
01071,Jackson County,County
01071,"Scottsboro, AL",CBSA
01071,"Scottsboro-Fort Payne, AL",CSA
18143,Scott County,County
18143,"Scottsburg, IN",CBSA
18143,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
42069,Lackawanna County,County
42069,"Scranton--Wilkes-Barre, PA",CBSA
42079,Luzerne County,County
42079,"Scranton--Wilkes-Barre, PA",CBSA
42131,Wyoming County,County
42131,"Scranton--Wilkes-Barre, PA",CBSA
05145,White County,County
05145,"Searcy, AR",CBSA
05145,"Little Rock-North Little Rock, AR",CSA
53033,King County,County
53033,"Seattle-Tacoma-Bellevue, WA",CBSA
53033,"Seattle-Tacoma, WA",CSA
53033,"Seattle-Bellevue-Kent, WA",MSA
53061,Snohomish County,County
53061,"Seattle-Tacoma-Bellevue, WA",CBSA
53061,"Seattle-Tacoma, WA",CSA
53061,"Seattle-Bellevue-Kent, WA",MSA
53053,Pierce County,County
53053,"Seattle-Tacoma-Bellevue, WA",CBSA
53053,"Seattle-Tacoma, WA",CSA
53053,"Tacoma-Lakewood, WA",MSA
12061,Indian River County,County
12061,"Sebastian-Vero Beach, FL",CBSA
12061,"Miami-Port St. Lucie-Fort Lauderdale, FL",CSA
12055,Highlands County,County
12055,"Sebring-Avon Park, FL",CBSA
29159,Pettis County,County
29159,"Sedalia, MO",CBSA
42109,Snyder County,County
42109,"Selinsgrove, PA",CBSA
42109,"Bloomsburg-Berwick-Sunbury, PA",CSA
01047,Dallas County,County
01047,"Selma, AL",CBSA
01047,"Montgomery-Selma-Alexander City, AL",CSA
45073,Oconee County,County
45073,"Seneca, SC",CBSA
45073,"Greenville-Spartanburg-Anderson, SC",CSA
36099,Seneca County,County
36099,"Seneca Falls, NY",CBSA
36099,"Rochester-Batavia-Seneca Falls, NY",CSA
47155,Sevier County,County
47155,"Sevierville, TN",CBSA
47155,"Knoxville-Morristown-Sevierville, TN",CSA
18071,Jackson County,County
18071,"Seymour, IN",CBSA
18071,"Indianapolis-Carmel-Muncie, IN",CSA
55078,Menominee County,County
55078,"Shawano, WI",CBSA
55078,"Green Bay-Shawano, WI",CSA
55115,Shawano County,County
55115,"Shawano, WI",CBSA
55115,"Green Bay-Shawano, WI",CSA
40125,Pottawatomie County,County
40125,"Shawnee, OK",CBSA
40125,"Oklahoma City-Shawnee, OK",CSA
55117,Sheboygan County,County
55117,"Sheboygan, WI",CBSA
37045,Cleveland County,County
37045,"Shelby, NC",CBSA
37045,"Charlotte-Concord, NC-SC",CSA
47003,Bedford County,County
47003,"Shelbyville, TN",CBSA
47003,"Nashville-Davidson--Murfreesboro, TN",CSA
53045,Mason County,County
53045,"Shelton, WA",CBSA
53045,"Seattle-Tacoma, WA",CSA
56033,Sheridan County,County
56033,"Sheridan, WY",CBSA
48181,Grayson County,County
48181,"Sherman-Denison, TX",CBSA
48181,"Dallas-Fort Worth, TX-OK",CSA
04017,Navajo County,County
04017,"Show Low, AZ",CBSA
22015,Bossier Parish,County
22015,"Shreveport-Bossier City, LA",CBSA
22015,"Shreveport-Bossier City-Minden, LA",CSA
22017,Caddo Parish,County
22017,"Shreveport-Bossier City, LA",CBSA
22017,"Shreveport-Bossier City-Minden, LA",CSA
22031,De Soto Parish,County
22031,"Shreveport-Bossier City, LA",CBSA
22031,"Shreveport-Bossier City-Minden, LA",CSA
39149,Shelby County,County
39149,"Sidney, OH",CBSA
39149,"Dayton-Springfield-Kettering, OH",CSA
04003,Cochise County,County
04003,"Sierra Vista-Douglas, AZ",CBSA
29201,Scott County,County
29201,"Sikeston, MO",CBSA
29201,"Cape Girardeau-Sikeston, MO-IL",CSA
35017,Grant County,County
35017,"Silver City, NM",CBSA
19193,Woodbury County,County
19193,"Sioux City, IA-NE-SD",CBSA
31043,Dakota County,County
31043,"Sioux City, IA-NE-SD",CBSA
31051,Dixon County,County
31051,"Sioux City, IA-NE-SD",CBSA
46127,Union County,County
46127,"Sioux City, IA-NE-SD",CBSA
46083,Lincoln County,County
46083,"Sioux Falls, SD",CBSA
46087,McCook County,County
46087,"Sioux Falls, SD",CBSA
46099,Minnehaha County,County
46099,"Sioux Falls, SD",CBSA
46125,Turner County,County
46125,"Sioux Falls, SD",CBSA
48415,Scurry County,County
48415,"Snyder, TX",CBSA
21199,Pulaski County,County
21199,"Somerset, KY",CBSA
42111,Somerset County,County
42111,"Somerset, PA",CBSA
42111,"Johnstown-Somerset, PA",CSA
06109,Tuolumne County,County
06109,"Sonora, CA",CBSA
18141,St. Joseph County,County
18141,"South Bend-Mishawaka, IN-MI",CBSA
18141,"South Bend-Elkhart-Mishawaka, IN-MI",CSA
26027,Cass County,County
26027,"South Bend-Mishawaka, IN-MI",CBSA
26027,"South Bend-Elkhart-Mishawaka, IN-MI",CSA
45083,Spartanburg County,County
45083,"Spartanburg, SC",CBSA
45083,"Greenville-Spartanburg-Anderson, SC",CSA
46081,Lawrence County,County
46081,"Spearfish, SD",CBSA
46081,"Rapid City-Spearfish, SD",CSA
19041,Clay County,County
19041,"Spencer, IA",CBSA
19041,"Spencer-Spirit Lake, IA",CSA
19059,Dickinson County,County
19059,"Spirit Lake, IA",CBSA
19059,"Spencer-Spirit Lake, IA",CSA
53063,Spokane County,County
53063,"Spokane-Spokane Valley, WA",CBSA
53063,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",CSA
53065,Stevens County,County
53065,"Spokane-Spokane Valley, WA",CBSA
53065,"Spokane-Spokane Valley-Coeur d'Alene, WA-ID",CSA
17129,Menard County,County
17129,"Springfield, IL",CBSA
17129,"Springfield-Jacksonville-Lincoln, IL",CSA
17167,Sangamon County,County
17167,"Springfield, IL",CBSA
17167,"Springfield-Jacksonville-Lincoln, IL",CSA
25011,Franklin County,County
25011,"Springfield, MA",CBSA
25013,Hampden County,County
25013,"Springfield, MA",CBSA
25015,Hampshire County,County
25015,"Springfield, MA",CBSA
29043,Christian County,County
29043,"Springfield, MO",CBSA
29059,Dallas County,County
29059,"Springfield, MO",CBSA
29077,Greene County,County
29077,"Springfield, MO",CBSA
29167,Polk County,County
29167,"Springfield, MO",CBSA
29225,Webster County,County
29225,"Springfield, MO",CBSA
39023,Clark County,County
39023,"Springfield, OH",CBSA
39023,"Dayton-Springfield-Kettering, OH",CSA
28105,Oktibbeha County,County
28105,"Starkville, MS",CBSA
28155,Webster County,County
28155,"Starkville, MS",CBSA
08081,Moffat County,County
08081,"Craig, CO",CBSA
08081,"Steamboat Springs-Craig, CO",CSA
18107,Montgomery County,County
18107,"Crawfordsville, IN",CBSA
18107,"Indianapolis-Carmel-Muncie, IN",CSA
06015,Del Norte County,County
06015,"Crescent City, CA",CBSA
12091,Okaloosa County,County
12091,"Crestview-Fort Walton Beach-Destin, FL",CBSA
12131,Walton County,County
12131,"Crestview-Fort Walton Beach-Destin, FL",CBSA
47035,Cumberland County,County
47035,"Crossville, TN",CBSA
01043,Cullman County,County
01043,"Cullman, AL",CBSA
01043,"Birmingham-Hoover-Talladega, AL",CSA
37099,Jackson County,County
37099,"Cullowhee, NC",CBSA
37173,Swain County,County
37173,"Cullowhee, NC",CBSA
24001,Allegany County,County
24001,"Cumberland, MD-WV",CBSA
54057,Mineral County,County
54057,"Cumberland, MD-WV",CBSA
48085,Collin County,County
48085,"Dallas-Fort Worth-Arlington, TX",CBSA
48085,"Dallas-Fort Worth, TX-OK",CSA
48085,"Dallas-Plano-Irving, TX",MSA
48113,Dallas County,County
48113,"Dallas-Fort Worth-Arlington, TX",CBSA
48113,"Dallas-Fort Worth, TX-OK",CSA
48113,"Dallas-Plano-Irving, TX",MSA
48121,Denton County,County
48121,"Dallas-Fort Worth-Arlington, TX",CBSA
48121,"Dallas-Fort Worth, TX-OK",CSA
48121,"Dallas-Plano-Irving, TX",MSA
48139,Ellis County,County
48139,"Dallas-Fort Worth-Arlington, TX",CBSA
48139,"Dallas-Fort Worth, TX-OK",CSA
48139,"Dallas-Plano-Irving, TX",MSA
48231,Hunt County,County
48231,"Dallas-Fort Worth-Arlington, TX",CBSA
48231,"Dallas-Fort Worth, TX-OK",CSA
48231,"Dallas-Plano-Irving, TX",MSA
48257,Kaufman County,County
48257,"Dallas-Fort Worth-Arlington, TX",CBSA
48257,"Dallas-Fort Worth, TX-OK",CSA
48257,"Dallas-Plano-Irving, TX",MSA
48397,Rockwall County,County
48397,"Dallas-Fort Worth-Arlington, TX",CBSA
48397,"Dallas-Fort Worth, TX-OK",CSA
48397,"Dallas-Plano-Irving, TX",MSA
48251,Johnson County,County
48251,"Dallas-Fort Worth-Arlington, TX",CBSA
48251,"Dallas-Fort Worth, TX-OK",CSA
48251,"Fort Worth-Arlington-Grapevine, TX",MSA
48367,Parker County,County
48367,"Dallas-Fort Worth-Arlington, TX",CBSA
48367,"Dallas-Fort Worth, TX-OK",CSA
48367,"Fort Worth-Arlington-Grapevine, TX",MSA
48439,Tarrant County,County
48439,"Dallas-Fort Worth-Arlington, TX",CBSA
48439,"Dallas-Fort Worth, TX-OK",CSA
48439,"Fort Worth-Arlington-Grapevine, TX",MSA
48497,Wise County,County
48497,"Dallas-Fort Worth-Arlington, TX",CBSA
48497,"Dallas-Fort Worth, TX-OK",CSA
48497,"Fort Worth-Arlington-Grapevine, TX",MSA
13213,Murray County,County
13213,"Dalton, GA",CBSA
13213,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
13313,Whitfield County,County
13313,"Dalton, GA",CBSA
13313,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
17183,Vermilion County,County
17183,"Danville, IL",CBSA
21021,Boyle County,County
21021,"Danville, KY",CBSA
21137,Lincoln County,County
21137,"Danville, KY",CBSA
51143,Pittsylvania County,County
51143,"Danville, VA",CBSA
51590,Danville city,County
51590,"Danville, VA",CBSA
01003,Baldwin County,County
01003,"Daphne-Fairhope-Foley, AL",CBSA
01003,"Mobile-Daphne-Fairhope, AL",CSA
17073,Henry County,County
17073,"Davenport-Moline-Rock Island, IA-IL",CBSA
17073,"Davenport-Moline, IA-IL",CSA
17131,Mercer County,County
17131,"Davenport-Moline-Rock Island, IA-IL",CBSA
17131,"Davenport-Moline, IA-IL",CSA
17161,Rock Island County,County
17161,"Davenport-Moline-Rock Island, IA-IL",CBSA
17161,"Davenport-Moline, IA-IL",CSA
19163,Scott County,County
19163,"Davenport-Moline-Rock Island, IA-IL",CBSA
19163,"Davenport-Moline, IA-IL",CSA
47143,Rhea County,County
47143,"Dayton, TN",CBSA
47143,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
39057,Greene County,County
39057,"Dayton-Kettering, OH",CBSA
39057,"Dayton-Springfield-Kettering, OH",CSA
39109,Miami County,County
39109,"Dayton-Kettering, OH",CBSA
39109,"Dayton-Springfield-Kettering, OH",CSA
39113,Montgomery County,County
39113,"Dayton-Kettering, OH",CBSA
39113,"Dayton-Springfield-Kettering, OH",CSA
01079,Lawrence County,County
01079,"Decatur, AL",CBSA
01079,"Huntsville-Decatur, AL",CSA
01103,Morgan County,County
01103,"Decatur, AL",CBSA
01103,"Huntsville-Decatur, AL",CSA
17115,Macon County,County
17115,"Decatur, IL",CBSA
18001,Adams County,County
18001,"Decatur, IN",CBSA
18001,"Fort Wayne-Huntington-Auburn, IN",CSA
39039,Defiance County,County
39039,"Defiance, OH",CBSA
48465,Val Verde County,County
48465,"Del Rio, TX",CBSA
12035,Flagler County,County
12035,"Deltona-Daytona Beach-Ormond Beach, FL",CBSA
12035,"Orlando-Lakeland-Deltona, FL",CSA
12127,Volusia County,County
12127,"Deltona-Daytona Beach-Ormond Beach, FL",CBSA
12127,"Orlando-Lakeland-Deltona, FL",CSA
35029,Luna County,County
35029,"Deming, NM",CBSA
08001,Adams County,County
08001,"Denver-Aurora-Lakewood, CO",CBSA
08001,"Denver-Aurora, CO",CSA
08005,Arapahoe County,County
08005,"Denver-Aurora-Lakewood, CO",CBSA
08005,"Denver-Aurora, CO",CSA
08014,Broomfield County,County
08014,"Denver-Aurora-Lakewood, CO",CBSA
08014,"Denver-Aurora, CO",CSA
08019,Clear Creek County,County
08019,"Denver-Aurora-Lakewood, CO",CBSA
08019,"Denver-Aurora, CO",CSA
08031,Denver County,County
08031,"Denver-Aurora-Lakewood, CO",CBSA
08031,"Denver-Aurora, CO",CSA
08035,Douglas County,County
08035,"Denver-Aurora-Lakewood, CO",CBSA
08035,"Denver-Aurora, CO",CSA
08039,Elbert County,County
08039,"Denver-Aurora-Lakewood, CO",CBSA
08039,"Denver-Aurora, CO",CSA
08047,Gilpin County,County
08047,"Denver-Aurora-Lakewood, CO",CBSA
08047,"Denver-Aurora, CO",CSA
08059,Jefferson County,County
08059,"Denver-Aurora-Lakewood, CO",CBSA
08059,"Denver-Aurora, CO",CSA
08093,Park County,County
08093,"Denver-Aurora-Lakewood, CO",CBSA
08093,"Denver-Aurora, CO",CSA
22011,Beauregard Parish,County
22011,"DeRidder, LA",CBSA
22011,"DeRidder-Fort Polk South, LA",CSA
19049,Dallas County,County
19049,"Des Moines-West Des Moines, IA",CBSA
19049,"Des Moines-Ames-West Des Moines, IA",CSA
19077,Guthrie County,County
19077,"Des Moines-West Des Moines, IA",CBSA
19077,"Des Moines-Ames-West Des Moines, IA",CSA
19099,Jasper County,County
19099,"Des Moines-West Des Moines, IA",CBSA
19099,"Des Moines-Ames-West Des Moines, IA",CSA
19121,Madison County,County
19121,"Des Moines-West Des Moines, IA",CBSA
19121,"Des Moines-Ames-West Des Moines, IA",CSA
19153,Polk County,County
19153,"Des Moines-West Des Moines, IA",CBSA
19153,"Des Moines-Ames-West Des Moines, IA",CSA
19181,Warren County,County
19181,"Des Moines-West Des Moines, IA",CBSA
19181,"Des Moines-Ames-West Des Moines, IA",CSA
26163,Wayne County,County
26163,"Detroit-Warren-Dearborn, MI",CBSA
26163,"Detroit-Warren-Ann Arbor, MI",CSA
26163,"Detroit-Dearborn-Livonia, MI",MSA
26087,Lapeer County,County
26087,"Detroit-Warren-Dearborn, MI",CBSA
26087,"Detroit-Warren-Ann Arbor, MI",CSA
26087,"Warren-Troy-Farmington Hills, MI",MSA
26093,Livingston County,County
26093,"Detroit-Warren-Dearborn, MI",CBSA
26093,"Detroit-Warren-Ann Arbor, MI",CSA
26093,"Warren-Troy-Farmington Hills, MI",MSA
26099,Macomb County,County
26099,"Detroit-Warren-Dearborn, MI",CBSA
26099,"Detroit-Warren-Ann Arbor, MI",CSA
26099,"Warren-Troy-Farmington Hills, MI",MSA
26125,Oakland County,County
26125,"Detroit-Warren-Dearborn, MI",CBSA
26125,"Detroit-Warren-Ann Arbor, MI",CSA
26125,"Warren-Troy-Farmington Hills, MI",MSA
26147,St. Clair County,County
26147,"Detroit-Warren-Dearborn, MI",CBSA
26147,"Detroit-Warren-Ann Arbor, MI",CSA
26147,"Warren-Troy-Farmington Hills, MI",MSA
38007,Billings County,County
38007,"Dickinson, ND",CBSA
38089,Stark County,County
38089,"Dickinson, ND",CBSA
17103,Lee County,County
17103,"Dixon, IL",CBSA
17103,"Dixon-Sterling, IL",CSA
20057,Ford County,County
20057,"Dodge City, KS",CBSA
01061,Geneva County,County
01061,"Dothan, AL",CBSA
01061,"Dothan-Ozark, AL",CSA
01067,Henry County,County
01067,"Dothan, AL",CBSA
01067,"Dothan-Ozark, AL",CSA
01069,Houston County,County
01069,"Dothan, AL",CBSA
01069,"Dothan-Ozark, AL",CSA
13003,Atkinson County,County
13003,"Douglas, GA",CBSA
13069,Coffee County,County
13069,"Douglas, GA",CBSA
10001,Kent County,County
10001,"Dover, DE",CBSA
10001,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",CSA
13167,Johnson County,County
13167,"Dublin, GA",CBSA
13175,Laurens County,County
13175,"Dublin, GA",CBSA
13283,Treutlen County,County
13283,"Dublin, GA",CBSA
42033,Clearfield County,County
42033,"DuBois, PA",CBSA
42033,"State College-DuBois, PA",CSA
19061,Dubuque County,County
19061,"Dubuque, IA",CBSA
27017,Carlton County,County
27017,"Duluth, MN-WI",CBSA
27075,Lake County,County
27075,"Duluth, MN-WI",CBSA
27137,St. Louis County,County
27137,"Duluth, MN-WI",CBSA
55031,Douglas County,County
55031,"Duluth, MN-WI",CBSA
48341,Moore County,County
48341,"Dumas, TX",CBSA
40137,Stephens County,County
40137,"Duncan, OK",CBSA
08067,La Plata County,County
08067,"Durango, CO",CBSA
40013,Bryan County,County
40013,"Durant, OK",CBSA
40013,"Dallas-Fort Worth, TX-OK",CSA
37037,Chatham County,County
37037,"Durham-Chapel Hill, NC",CBSA
37037,"Raleigh-Durham-Cary, NC",CSA
37063,Durham County,County
37063,"Durham-Chapel Hill, NC",CBSA
37063,"Raleigh-Durham-Cary, NC",CSA
37077,Granville County,County
37077,"Durham-Chapel Hill, NC",CBSA
37077,"Raleigh-Durham-Cary, NC",CSA
37135,Orange County,County
37135,"Durham-Chapel Hill, NC",CBSA
37135,"Raleigh-Durham-Cary, NC",CSA
37145,Person County,County
37145,"Durham-Chapel Hill, NC",CBSA
37145,"Raleigh-Durham-Cary, NC",CSA
47045,Dyer County,County
47045,"Dyersburg, TN",CBSA
48323,Maverick County,County
48323,"Eagle Pass, TX",CBSA
24041,Talbot County,County
24041,"Easton, MD",CBSA
24041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
42089,Monroe County,County
42089,"East Stroudsburg, PA",CBSA
42089,"New York-Newark, NY-NJ-CT-PA",CSA
55017,Chippewa County,County
55017,"Eau Claire, WI",CBSA
55017,"Eau Claire-Menomonie, WI",CSA
55035,Eau Claire County,County
55035,"Eau Claire, WI",CBSA
55035,"Eau Claire-Menomonie, WI",CSA
08037,Eagle County,County
08037,"Edwards, CO",CBSA
08037,"Edwards-Glenwood Springs, CO",CSA
17049,Effingham County,County
17049,"Effingham, IL",CBSA
48481,Wharton County,County
48481,"El Campo, TX",CBSA
48481,"Houston-The Woodlands, TX",CSA
06025,Imperial County,County
06025,"El Centro, CA",CBSA
05139,Union County,County
05139,"El Dorado, AR",CBSA
37139,Pasquotank County,County
37139,"Elizabeth City, NC",CBSA
37139,"Virginia Beach-Norfolk, VA-NC",CSA
37143,Perquimans County,County
37143,"Elizabeth City, NC",CBSA
37143,"Virginia Beach-Norfolk, VA-NC",CSA
21093,Hardin County,County
21093,"Elizabethtown-Fort Knox, KY",CBSA
